time,heater,brine,plasma_heat,temp_p0,temp_p1,temp_p2,temp_p3,temp_p4
0.0,0.575937220098035,0.9580480820524995,0.8991906114822672,23.1037085410243,23.999887610994826,23.544143930658663,22.87415893145937,23.520024792418308
1.0,0.5552335395949677,0.9710043085212519,0.9598273501061656,23.401623814545463,24.517342769980463,23.945784171999925,23.34790909971503,23.726265465410272
2.0,0.5529389342763468,0.9988654217961115,1.0,23.77181355483462,25.00345970115345,24.34932997371758,23.743531199903984,24.059585943254465
3.0,0.5475912635918145,1.0,0.9765243191193552,24.148449996279375,25.50155700602306,24.744072862553054,24.049802995418258,24.381791876631752
4.0,0.5088812938432449,0.963744643297704,0.984076311165776,24.524152345130066,26.089910374635487,24.99304376119005,24.408960548483833,24.67841513068375
5.0,0.5395360849091322,0.9254074948283417,0.9841437277711921,24.921231053376626,26.426011291607164,25.302562780231185,24.738980635885838,24.882816123631965
6.0,0.5696430224472677,0.8851854741500964,0.9936510408812568,25.244933376339176,27.010173525355956,25.6780291412043,25.078010406396455,25.14479187836296
7.0,0.5971249777777407,0.8353672976470957,0.9700921281685152,25.575319397058998,27.33127265209704,25.9808440937409,25.277205378947315,25.428525958251463
8.0,0.6682874532967926,0.8384530029692359,0.9670803198190693,25.863772367860022,27.628096854657436,26.231559663975222,25.62687356905241,25.743091497788736
9.0,0.735393028280689,0.8701609320876811,0.913195346832147,26.159869970340498,27.940832496913394,26.6193902457047,25.948261871938517,25.960813590449014
10.0,0.7180328535465452,0.8697828252309869,0.9177515952170289,26.46671269421983,28.31330465954449,26.953426650168804,26.449875772032883,26.221662665647568
11.0,0.7353054102951168,0.8060759160863703,0.9329259112820408,26.798512366266408,28.62149431136511,27.184003687379175,26.821563171570517,26.523029879314233
12.0,0.7064323065469055,0.8006995756269621,0.9252575212488948,27.118714629026325,28.955696221733476,27.558210034147645,27.095229243747138,26.780866079762855
13.0,0.7075136723581749,0.7961112933864398,0.870799372718815,27.378890990001725,29.284529197135686,27.88284916543511,27.351415877494674,26.979899966846748
14.0,0.6797448960151916,0.8551843469109633,0.904131830121683,27.62908574174438,29.522899833577842,28.159607508693785,27.65248644478893,27.16382329434751
15.0,0.7547551692891412,0.8141167718881961,0.9164233057511333,27.797888636272983,29.842131002952545,28.38175176648411,27.91177032716306,27.414350371633148
16.0,0.7715946221774569,0.8031060215589354,0.891942691390205,28.08214842174404,30.09048046542798,28.667132016873687,28.19579522042704,27.597911647435218
17.0,0.7614997365489962,0.8511833053320879,0.8824810819136262,28.35360321396005,30.344168760044276,28.97702940867233,28.424550349594668,27.772395200139872
18.0,0.8167650264286401,0.8638653714069755,0.8318797803028463,28.637516040796655,30.708116047175942,29.241824658041214,28.602573460544242,27.982099103405954
19.0,0.716264169062624,0.8797416324683528,0.7973038190323269,28.90677126564501,31.071394583736826,29.524266293664706,28.767811334366755,28.122851972832162
20.0,0.6230099533717116,0.8829710487934632,0.7791692758103023,29.099644130235145,31.43431106887458,29.70799982941583,29.118697025923314,28.304887415230677
21.0,0.6598577831685816,0.8922700869331925,0.8205905854684586,29.324118858265475,31.70722773009127,29.92960373402292,29.18562396324384,28.41773323179277
22.0,0.6626575103113833,0.9141860205177822,0.7990270726098454,29.46041038753757,31.842709288178195,30.160442735484796,29.373861903855374,28.68081510430051
23.0,0.6742533313798081,0.8913716802715493,0.8206145351188983,29.670760062479033,31.91569785473793,30.44668328509776,29.62290203864969,28.849721427475686
24.0,0.612840358363542,0.9161186422742377,0.8024629685630174,29.875813128192476,32.19033364171182,30.635109655962268,29.793232215479236,29.033457597747937
25.0,0.6117646229524145,0.8774223020702713,0.8108235503720854,30.023620388744632,32.36853289695576,30.740592295473665,29.98712646163364,29.275469775539953
26.0,0.7045283675464855,0.8866769348951862,0.8060558137625942,30.183981641372366,32.562307117641836,30.852729264265577,30.18137837885852,29.35209666309395
27.0,0.7426893278236615,0.8917145211485665,0.835494543080778,30.401277933808153,32.85692854638052,31.04143031646433,30.45049835620258,29.544498977635993
28.0,0.7505468474978099,0.8743450858940605,0.8174611575930109,30.58941213300766,33.03534255765315,31.11103548724078,30.615596690568218,29.765143814432424
29.0,0.7302183755831988,0.8737057303203101,0.7644368364984779,30.778079235100364,33.24340343134388,31.270294564868138,30.832409617413926,30.00505617988404
30.0,0.7119494046142856,0.8561602295152061,0.7178386852886726,30.93570344887118,33.41062558353789,31.442342493816778,30.96308820926551,30.162924419596333
31.0,0.6133662044762737,0.8259556934499066,0.6999042265457326,31.15914447667995,33.56272423661976,31.60671494438406,31.17309470515874,30.251711982485364
32.0,0.6252951178516554,0.8159895126226725,0.6577869819420453,31.252633654453426,33.69626014844115,31.7196992164001,31.339619190146713,30.285530079531686
33.0,0.6644415170283383,0.784874999915658,0.6716189837748864,31.26668836590801,33.843904378835674,31.780830944999096,31.449382362546718,30.416987716372837
34.0,0.5914893521498824,0.7939726350511321,0.6559136756324044,31.36856844342434,33.819372128464614,31.935267218517676,31.556119878363962,30.520034329678523
35.0,0.5608653344389484,0.7615589411276344,0.7359833978657491,31.446734495433006,33.92529774190032,31.97963784031053,31.663117512600998,30.576914306300903
36.0,0.5072739946809468,0.781625106139831,0.6773891330803217,31.53172486154451,33.97727582133223,32.097431815946855,31.717331115895835,30.591501042738596
37.0,0.4625776277889726,0.7483266243490587,0.6842554714455575,31.59598822000255,33.96121396177266,32.12297702961012,31.73248474296887,30.634581734680406
38.0,0.4650538607156692,0.7323663238693068,0.6462218505565075,31.72144535298455,33.93324487939932,32.205124316657056,31.67191592096693,30.753023839015967
39.0,0.3685447312187686,0.7147626728360575,0.6295847751329763,31.76158390614665,34.013490853585374,32.19722022380508,31.69348492836498,30.952679777312344
40.0,0.39698583848765234,0.7521102445530021,0.6343533200309247,31.73407479972147,33.93177772111297,32.070099905086934,31.657769683565103,30.960309513362855
41.0,0.43188980190565557,0.761419045731401,0.5559437662151642,31.791102301207285,33.83652523808762,32.118711618884376,31.612456182544896,30.96240082739249
42.0,0.42026359430082066,0.7554515983513342,0.5639293423471797,31.943351559626212,33.86340969903382,32.049093386107565,31.57420751164067,30.96122570218257
43.0,0.3054052315510061,0.7695073702037094,0.6280937707398982,31.88738479946231,33.8099017674274,32.0973359396517,31.62179400635224,30.969715209479013
44.0,0.2592704230737427,0.7101188394105089,0.6128042152554625,31.876738999460834,33.7124914105739,32.05246837551901,31.63158970437763,31.006038807819895
45.0,0.31635455730884393,0.7089031741581856,0.621564716201704,31.856591809968084,33.521587537293826,32.03807540805217,31.604325667294134,31.000617717364467
46.0,0.18773167657594356,0.7652005655229295,0.6561242078693095,31.738716280853637,33.46410144087613,31.97986543603372,31.588584923091748,30.95628437706657
47.0,0.17164112422724168,0.7689305831365698,0.6505958346715686,31.674035133251984,33.35449419836116,31.892011381083293,31.54662005430326,30.970591345068133
