time,heater,brine,plasma_heat,temp_p0,temp_p1,temp_p2,temp_p3,temp_p4
0.0,0.6442442326650593,0.37380174388073023,0.8298002393443175,26.48880328714305,26.67054305028276,26.174788174927755,26.118669050398335,26.976755391275237
1.0,0.605941439215541,0.3861152371532989,0.7835402580376153,26.71501296905406,26.65630533728284,26.19639272880091,26.453871726599534,27.06506225367884
2.0,0.6747102990242589,0.395081272745097,0.7507040895349745,26.887532981539238,26.879515010048895,26.18922292512441,26.800270720573504,27.228445973663984
3.0,0.6660179006958482,0.3400182545406007,0.6689155336886233,27.196393813200178,27.019858074640666,26.2632810329836,27.09211182237222,27.413558109591634
4.0,0.6419241420451544,0.3446131413903191,0.6198527887453843,27.362471032254355,27.169998930360112,26.337324569371912,27.283564256002897,27.55146960499932
5.0,0.6221163678608183,0.35620211126098345,0.600075047610334,27.626210093130823,27.13393846800869,26.44281952747059,27.505304812619727,27.61191768884056
6.0,0.6520591555590358,0.4840343166379579,0.6444671025694323,27.895851153085687,27.165346279758868,26.45209389823613,27.72954507172413,27.7308581498415
7.0,0.6726156560512307,0.5793366642423246,0.7395267503664364,28.07690290656964,27.37966392107671,26.493592420842855,27.925870331594606,27.828081762952827
8.0,0.6958321725054842,0.536010704332121,0.6631715716181886,28.298249852129644,27.47246531553523,26.62445438626709,28.17841249060089,28.099001917902605
9.0,0.7200661744334957,0.5214179624218742,0.6848723476902994,28.489826214951883,27.60563442516302,26.658181861576594,28.450917245983078,28.26336731530164
10.0,0.8405354452588704,0.44710735752706693,0.6273900867962906,28.72121743478069,27.71594823733229,26.76298914327473,28.688555776468828,28.36649302183702
11.0,0.817674298235225,0.4171124581951281,0.6536135463330022,28.95420573211451,27.850725896726317,26.83148440303037,29.01081720752933,28.53952226397539
12.0,0.7888602636425278,0.4331382376214303,0.6463719904784224,29.12608496069506,27.85580203669997,27.009664788010653,29.196581653578487,28.717430056260408
13.0,0.7430849422732456,0.4943690290503472,0.5452281536896189,29.321625985851565,27.983370511075385,27.156535772210965,29.363520042540166,28.905420740271552
14.0,0.7777342430503411,0.45734763637899667,0.5965096112508114,29.457777265533096,28.0940033073007,27.22277119975553,29.551355879565097,29.084534483041804
15.0,0.8412397744136046,0.424131412169083,0.563087852201511,29.628018530969097,28.1809778574138,27.287564116057258,29.72966929075166,29.19095690271456
16.0,0.8348301451494303,0.31509644769248224,0.5335938619540548,29.729156308394224,28.314517842088716,27.325818236543224,29.94761828810321,29.354639603859958
17.0,0.7875707182867877,0.30683660347843794,0.47449805169203435,29.808722021432743,28.2927424456352,27.393823464437933,30.12076442237639,29.65044001177143
18.0,0.7411930365322488,0.25288936300348663,0.4383538000234395,29.970852479391965,28.183205069510784,27.45357442301588,30.2486053233303,29.80191254809382
19.0,0.7777893648551875,0.2260055069618071,0.46199154276594356,29.874792916021498,28.22486541015616,27.459377032313014,30.312964728200022,29.87477825081853
20.0,0.8195979649285161,0.1814803021690159,0.4515372100183725,29.804352739193174,28.14389499504131,27.618190306897333,30.35217852265315,29.861640351821514
21.0,0.8501507965997125,0.17669384160778806,0.4696933245755769,29.901220066096215,28.192047078583432,27.590094031124426,30.320803355486614,29.86182178054419
22.0,0.8127153804594981,0.08743997309880164,0.48968679688163347,29.863647390850183,28.226094464767254,27.629422424870345,30.34526009300701,29.93571597783851
23.0,0.8257746275981658,0.012946402833488392,0.5626434640428944,29.87244715013319,28.11629437833203,27.646442038930417,30.333383551511574,29.98310557653747
24.0,0.832338291170613,0.12106523546691672,0.5437070960402203,29.84043051118637,28.127740013014687,27.523496287851366,30.40049637430253,30.08937870971827
25.0,0.8446396874297645,0.05569253832578126,0.4621217605857507,29.93994138959726,28.16919329608476,27.605229646147073,30.421574265495686,30.216991130497007
26.0,0.8936582044878448,0.0,0.5210778075845864,29.975637290119156,28.106510723441485,27.613732094193782,30.450733696186287,30.27320804278932
27.0,0.9062356204500869,0.09327472852198143,0.5027655683078867,29.897146178616076,28.07033761755945,27.607111509317708,30.60279251296602,30.315493644982222
28.0,0.9444250134498903,0.24078812388395504,0.564338454640357,29.981565644538616,27.97430147125859,27.591968532765883,30.73790344117438,30.38141480460589
29.0,0.9482263863840159,0.1812983560945255,0.5855171693600729,30.1566242579211,28.05071968479428,27.683277373631476,30.866922946408174,30.60541894001468
30.0,0.964489567650391,0.16259942392198276,0.5782728027932484,30.24198137626699,28.12129905826347,27.712942762404396,30.941192447601374,30.718882079178794
31.0,1.0,0.17994291930048656,0.5975400592546549,30.263818490030733,28.158128185709476,27.833541199245904,31.00249137609455,30.90638060390273
32.0,0.9180339010836261,0.26772266559364766,0.7053188937356553,30.407804304189387,28.242754961532444,28.016472718635473,31.088221327124124,31.014741010666384
33.0,0.900052157344473,0.2176120726554436,0.8200565152334143,30.5096594736271,28.340374057491474,28.0582261578237,31.19094494029952,31.088650139548857
34.0,0.873593345607277,0.2051573630896568,0.8238893034134634,30.615286181641302,28.3569846113642,28.203874783994884,31.32626265379617,31.24867368112024
35.0,0.8376559913511062,0.24462898233531324,0.8327386341637568,30.717509818088157,28.41033361821113,28.26242785348382,31.483001348074527,31.338421806731617
36.0,0.8221790350278256,0.26670551829697114,0.8921928438208522,30.824374556873224,28.477038705767548,28.33902731544645,31.6137456446093,31.48627605114481
37.0,0.9062705959447286,0.2476050789540554,0.8454764041933372,30.819612133310564,28.604473401317332,28.409681537972215,31.8415749192976,31.615984162150724
38.0,0.8575669515528637,0.24080982131520096,0.8638760482010744,30.981078150298412,28.724078356150102,28.554713814590045,31.86145824455878,31.836853518632466
39.0,0.9120333293482668,0.17099541182096814,0.8624473195163932,31.018382985217464,28.822429852188055,28.628524034402307,32.05188345466531,31.92871615216523
40.0,0.8173706527257353,0.15890143408724064,0.879788397609053,31.093512495760745,28.969205861978264,28.69293187638894,32.13685268853239,32.08704208414748
41.0,0.7985331206516804,0.14537481978060846,0.8337510114672461,31.234116235693733,29.06643052990284,28.758320615951522,32.29306968582544,32.167899950868566
42.0,0.8076881016438033,0.15716393401597348,0.7459393103746425,31.35644779256859,29.10191371451544,28.78919229068056,32.333402032845584,32.227848479177936
43.0,0.8406635439022306,0.12896554863876583,0.63142249833777,31.388765300001776,29.055259558606657,28.79867725750997,32.3311427003979,32.27544972360534
44.0,0.8806705681318219,0.15290931463533297,0.569695393229943,31.354109049339783,29.143791106329406,28.807732915472066,32.392863159913084,32.31326440796908
45.0,0.9252969403216335,0.2043329617045475,0.5443570183643288,31.33506383864569,29.204552958013984,28.82457818129731,32.456680323698386,32.27107569760494
46.0,0.9056808955740192,0.21222534646796046,0.5281603786632532,31.33897736238561,29.36017881981811,28.82000146699429,32.39934883664081,32.25504404221436
47.0,0.8796732632705224,0.2300868206165486,0.6351778941186178,31.3129811831842,29.36991853468091,28.78664102878522,32.4927365793346,32.3620728957627
48.0,0.9279350448814642,0.23278594092807903,0.696275745966689,31.37952122982163,29.35887186039755,28.824763301615423,32.491986282926796,32.37614977383112
49.0,0.9171740342862281,0.2327902262374142,0.6431274160671047,31.384394841650824,29.41592383805101,28.88831169328617,32.50589362989358,32.50697513070712
50.0,0.8454157295530126,0.19615097857883243,0.6623357043735267,31.46523310877043,29.452039890784125,29.044415281341408,32.60164310259646,32.502652907326684
51.0,0.7816674806575223,0.212221912719821,0.6398476800762465,31.553951440020196,29.50470228809412,29.013428313822665,32.60750455193449,32.457028033462855
52.0,0.7299476055444002,0.207281897353862,0.6241387073823333,31.555713037775952,29.62961449885401,29.056498777362165,32.62374460479329,32.365505013273236
