0.0,119.46086869432612,120.40585123302455,119.69395471977899,120.18746582715916,119.24128500086722
1.0,2867.317455577735,2361.2678734376013,648.8351760681389,965.774774970095,2201.673300919537
2.0,5497.066630263555,4504.095082618127,1273.7310942645747,1818.4868991232909,4178.514635065287
3.0,8013.788205897497,6559.051035844969,1979.3635836242966,2676.9002473836126,6057.885731248528
4.0,10422.418295036936,8534.851793553213,2752.418003958641,3539.2214578179173,7846.898562304151
5.0,12728.144238800234,10438.750576184439,3581.792012504073,4403.905708524091,9552.115067385013
6.0,14935.87641047681,12276.800646011648,4457.8753000337465,5269.202959974627,11179.584422866472
7.0,17050.65086920907,14054.252238218269,5372.1888928002945,6133.422275763263,12734.938136369208
8.0,19077.2053572955,15775.164580485492,6317.417847577415,6995.050224717904,14223.14929628456
9.0,21020.140120888766,17443.568782615424,7287.190692484446,7852.672859914707,15648.822205821489
10.0,22883.75256298759,19062.564325089792,8275.898087136822,8704.896002463556,17016.282143558772
11.0,24672.194031162635,20634.77955995157,9278.84955391207,9550.668158044542,18329.42302401454
12.0,26389.428467622358,22162.838097652548,10291.623373684797,10388.73734946913,19591.726251183507
13.0,28039.163267409574,23648.721331322762,11310.67080561315,11218.338782245817,20806.38057199974
14.0,29625.075529169968,25094.33629835542,12332.72948065948,12038.590134880664,21976.280242942816
15.0,31150.49765660247,26501.340546435233,13355.011079063324,12848.795065525052,23104.261809636126
16.0,32618.474246008776,27871.17016536804,14375.026783959356,13648.2906203609,24192.68833134531
17.0,34031.9591228219,29205.203575924807,15390.592491615835,14436.5191673871,25243.94276582863
18.0,35393.69145128322,30504.689744484756,16399.81608174208,15213.25291586006,26260.00358883504
19.0,36706.43036331324,31770.848303745108,17401.206156099102,15977.80474772824,27243.016831735113
20.0,37972.59109966921,33004.64895259357,18393.24106684834,16730.082433400235,28194.402299700112
21.0,39194.332843296645,34207.24244120732,19374.852534247108,17469.770040217085,29116.00806124683
22.0,40373.955742694474,35379.264210782974,20344.960741358555,18196.720708357538,30009.090577770807
23.0,41513.312762189424,36521.76102646881,21302.716444376503,18910.67245974847,30875.23664590655
24.0,42614.34214405724,37635.57522229064,22247.31265219798,19611.725945995357,31715.65656338823
25.0,43678.95664531576,38721.4448046379,23177.998833596394,20299.763099257234,32531.61633392602
26.0,44708.72772893144,39780.12737056336,24094.490004751227,20974.645562203594,33323.9250923996
27.0,45705.121679997224,40812.41620753868,24996.193264170117,21636.58184959679,34093.86554611661
28.0,46669.58286945109,41818.857697980005,25882.800239475288,22285.5351043178,34842.295388499
29.0,47603.62815487148,42800.094231429226,26754.144486197325,22921.44644535189,35570.13939786277
30.0,48508.51696363233,43756.85869631133,27609.84704710682,23544.677150528973,36278.15338414622
31.0,49385.490318729244,44689.886087389285,28449.854147578426,24155.19224662207,36967.05194226137
32.0,50235.767449814775,45599.54520527593,29274.007874575494,24753.01444921514,37637.61093219912
33.0,51060.28526929587,46486.710691823835,30082.48353427634,25338.354816736606,38290.3901752015
34.0,51860.0482982846,47351.77058933074,30875.048019177953,25911.454635978946,38926.20048668783
35.0,52635.991323404916,48195.26811908839,31651.75316456045,26472.336071644353,39545.66265235268
36.0,53389.16852607049,49017.75924899314,32412.761857895992,27021.214320669253,40149.21612270898
37.0,54120.40754301564,49819.89747843422,33158.10091924309,27558.21009960284,40737.41266335184
38.0,54830.517515307176,50602.04828532183,33887.985547912416,28083.510022322065,41310.83160326874
39.0,55520.22935121728,51364.74704440322,34602.41016689703,28597.393138737993,41869.809285250536
40.0,56190.37198160009,52108.3597484681,35301.715952069746,29099.88161687944,42414.76822943656
41.0,56841.51937505827,52833.60611811877,35985.926742658645,29591.331994576478,42946.176291976924
42.0,57474.36052116132,53540.7137989583,36655.22803684498,30071.779261320327,43464.4520661023
43.0,58089.66808684685,54230.37600618494,37309.827181730776,30541.58477020535,43970.067332003906
44.0,58687.839125232415,54902.92542960267,37949.94263290342,31000.85145750566,44463.25502701558
45.0,59269.51208598686,55558.69006505574,38575.70655583715,31449.73612379678,44944.36670238537
46.0,59835.26338554556,56198.18300854599,39187.49999328991,31888.591074640874,45413.94349363094
47.0,60385.51724434943,56821.82272952015,39785.50380280011,32317.427664314706,45872.07197914473
48.0,60921.074977724384,57429.94020063714,40369.97199108302,32736.598387774968,46319.10274354163
49.0,61442.06378843642,58022.97949927912,40941.140848913994,33146.24444824708,46755.45108408782
50.0,61949.07672916042,58601.18704943495,41499.33515213767,33546.36273300274,47181.420626913015
